"Id","Date","Price","Gender","Income"
"100316953",2001-03-11,17.88,"M",6
"100316953",2001-09-23,19.99,"M",6
"100316953",2003-05-05,179.99,"M",6
"100316953",2003-08-01,119.98,"M",6
"100372584",1999-03-24,119.95,"M",6
"100372584",1999-07-12,429.99,"M",6
"100372584",2001-12-22,159.99,"M",6
"100376687",1999-12-15,69.98,"F",4
"100376687",1999-12-31,249.99,"F",4
"100408573",2000-07-29,9.99,"M",9
"100408573",2001-12-13,414.98,"M",9
"100408573",2004-08-27,79.98,"M",9
"100408573",2004-10-12,59.98,"M",9
"100473013",1999-12-27,1409.98,"M",8
"100473013",2003-05-23,60,"M",8
"100473013",2003-05-31,109.99,"M",8
"100473013",2003-12-12,299.97,"M",8
"100474323",1999-03-31,167.48,"F",4
"100497771",2000-03-25,17.99,"F",8
"100497771",2001-12-02,99.99,"F",8
"100497771",2002-06-20,99.97,"F",8
"100497771",2002-07-29,79.99,"F",8
"100497771",2002-10-12,169.98,"F",8
"100676199",2000-02-08,25.47,"F",6
"100679457",2000-08-03,69.99,"F",2
"100679457",2003-05-27,69.99,"F",2
"100679457",2004-04-08,309.97,"F",2
"100746723",2000-11-30,369.99,"F",6
"100746723",2001-01-14,379.99,"F",6
"100811938",1999-07-31,359.97,"M",7
"100813368",1999-07-03,349.99,"M",8
"100813368",1999-08-07,529.99,"M",8
"100813368",2000-10-05,649.96,"M",8
"100813368",2004-03-19,19.99,"M",8
"100813368",2004-03-21,3186.97,"M",8
"100813368",2004-08-06,1399.99,"M",8
"100822072",1999-02-28,1579.98,"F",6
"100822072",2000-05-02,793.47,"F",6
"100822072",2000-05-05,138.96,"F",6
"100822072",2000-12-27,324.98,"F",6
"100822072",2001-10-04,2184.97,"F",6
"100822072",2001-10-06,1299.99,"F",6
"100822072",2001-10-15,143.96,"F",6
"100822072",2001-10-22,239.96,"F",6
"100822072",2001-12-06,79.99,"F",6
"100822072",2001-12-14,343.93,"F",6
"100822072",2001-12-22,424.97,"F",6
"100822072",2001-12-31,80,"F",6
"100822072",2002-02-18,39.99,"F",6
"100822072",2002-02-24,80,"F",6
"100822072",2002-03-04,942.95,"F",6
"100822072",2002-03-06,834.97,"F",6
"100822072",2002-04-17,539.97,"F",6
"100822072",2002-05-09,2300.93,"F",6
"100822072",2002-12-10,164.93,"F",6
"100822072",2002-12-15,149.99,"F",6
"100822072",2002-12-16,2307.44,"F",6
"100822072",2002-12-19,93.99,"F",6
"100822072",2003-01-03,249.96,"F",6
"100822072",2003-02-02,90.01,"F",6
"100822072",2003-02-19,1949.98,"F",6
"100822072",2003-04-01,10.96,"F",6
"100822072",2003-05-10,209.98,"F",6
"100822072",2003-05-14,79.99,"F",6
"100822072",2003-07-31,526.67,"F",6
"100822072",2003-08-01,553.19,"F",6
"100822072",2003-08-03,89.97,"F",6
"100822072",2003-08-05,6.99,"F",6
"100822072",2003-08-25,149.98,"F",6
"100822072",2003-09-08,99.99,"F",6
"100822072",2004-06-29,714.94,"F",6
"100822072",2004-07-13,149.99,"F",6
"100822072",2004-09-27,699.93,"F",6
"100822072",2004-10-22,112.98,"F",6
"100863465",2000-03-06,349.99,"F",6
"100896590",2000-05-21,289.99,"M",3
"100903517",2000-06-12,149.99,"F",9
"100914893",1999-04-16,239.99,"M",6
"100917742",1999-12-17,179.99,"F",8
"100917742",2000-03-07,9.99,"F",8
"100917742",2000-11-24,234.94,"F",8
"100917742",2002-10-17,477.98,"F",8
"100917742",2002-12-24,349.94,"F",8
"100917742",2003-01-08,64.18,"F",8
"100917742",2003-01-11,24.99,"F",8
"100988556",1999-12-18,139.99,"M",7
"100988556",2000-12-19,59.95,"M",7
"100988556",2001-12-14,79.99,"M",7
"100988556",2002-11-29,149.99,"M",7
"100988556",2003-10-28,99.99,"M",7
"100990308",1999-08-17,44.99,"F",6
"100990308",2000-10-07,117.91,"F",6
"100990308",2000-12-23,199.99,"F",6
"100990308",2001-04-03,10,"F",6
"100990308",2001-05-20,229.98,"F",6
"100990308",2001-05-24,24.99,"F",6
"100990308",2001-06-09,24.99,"F",6
"100990308",2001-11-01,24.99,"F",6
"100990308",2001-12-23,4.99,"F",6
"100990308",2002-08-11,10,"F",6
"100990308",2002-08-13,9.99,"F",6
"100990308",2002-11-16,61.98,"F",6
"100990308",2004-06-08,9.99,"F",6
"100990308",2004-06-10,149.99,"F",6
"100990308",2004-07-08,149.99,"F",6
"101021617",2000-04-02,99.99,"M",2
"101021617",2001-01-15,144.98,"M",2
"101030482",1999-02-13,284.45,"M",6
"101030482",1999-04-17,208.48,"M",6
"101030482",2000-07-23,119.98,"M",6
"101030482",2000-11-10,119.98,"M",6
"101030482",2001-09-18,189.96,"M",6
"101034201",1999-08-28,457.47,"M",4
"101034201",2000-06-07,257.98,"M",4
"101034201",2000-06-08,29.99,"M",4
"101034201",2000-12-03,99.99,"M",4
"101113546",1999-03-18,159.99,"M",8
"101113546",2000-04-18,439.98,"M",8
"101113546",2000-12-22,249.99,"M",8
"101113546",2001-05-12,249.99,"M",8
"101113546",2003-07-13,439.98,"M",8
"101113546",2003-07-14,484.98,"M",8
"101113546",2003-09-06,110.98,"M",8
"101113546",2003-10-02,39,"M",8
"101113546",2003-10-08,6,"M",8
"101113546",2003-11-08,130.95,"M",8
"101113546",2004-01-13,23.98,"M",8
"101113546",2004-02-03,20.98,"M",8
"101113546",2004-06-06,103.95,"M",8
"101113546",2004-06-18,18.98,"M",8
"101113546",2004-08-29,132.92,"M",8
"101113546",2004-10-23,103.92,"M",8
"101113546",2004-10-25,48.12,"M",8
"101113546",2004-11-19,2224.8,"M",8
"101113546",2004-11-21,53.97,"M",8
"101136435",2000-09-29,199.99,"F",1
"101147722",1999-07-04,129.99,"M",9
"101160059",1999-05-18,299.99,"M",4
"101160059",1999-06-20,600.93,"M",4
"101224629",1999-12-04,129.97,"M",3
"101228346",2000-02-22,932.97,"M",9
"101228346",2000-02-24,599.96,"M",9
"101228346",2004-11-21,16.24,"M",9
"101303494",1999-06-03,164.98,"M",8
"101320541",1999-06-19,932.93,"M",3
"101320541",1999-09-29,219.99,"M",3
"101320541",2000-03-04,129.99,"M",3
"101320541",2001-02-10,254.97,"M",3
"101320541",2001-04-08,539.97,"M",3
"101320541",2001-04-16,99.99,"M",3
"101320541",2002-02-10,213.9,"M",3
"101320541",2002-02-24,209.98,"M",3
"101320541",2004-09-18,172.97,"M",3
"101325428",1999-03-21,159.99,"F",4
"101325428",2001-08-05,109.96,"F",4
"101325428",2002-07-07,129.99,"F",4
"101331687",1999-09-04,429.98,"F",6
"101364011",1999-03-20,49.99,"F",3
"101364011",1999-03-22,40,"F",3
"101364011",1999-06-05,89.97,"F",3
"101436280",1999-09-15,2,"F",4
"101436280",1999-09-17,616.53,"F",4
"101436280",1999-11-21,6,"F",4
"101436280",1999-12-13,8.8,"F",4
"101436280",1999-12-17,517.96,"F",4
"101437826",2000-07-15,30,"M",1
"101437826",2000-08-19,44,"M",1
"101437826",2002-01-01,14.99,"M",1
"101437826",2002-05-16,39.99,"M",1
"101437826",2002-05-24,82.9,"M",1
"101437826",2002-06-01,1074.96,"M",1
"101437826",2004-03-26,149.99,"M",1
"101464386",1999-10-10,34.98,"M",6
"101464386",1999-10-14,334.99,"M",6
"101464386",2001-12-27,170.99,"M",6
"101464386",2002-05-31,169.99,"M",6
"101500952",2000-03-01,2389.92,"F",6
"101500952",2003-07-21,2234.07,"F",6
"101500952",2003-07-23,199.99,"F",6
"101527726",1999-02-13,979.95,"F",7
"101527726",1999-08-22,209,"F",7
"101527726",2002-06-21,149.64,"F",7
"101527726",2002-06-25,144.99,"F",7
"101527726",2002-06-26,30.97,"F",7
"101527726",2002-07-06,38,"F",7
"101527726",2002-11-30,1299.99,"F",7
"101527726",2003-11-28,170.89,"F",7
"101542466",2000-09-01,959.97,"F",4
"101553267",2000-02-03,199.99,"M",2
"101613634",1999-12-12,94.99,"M",5
"101613634",2000-01-02,199.99,"M",5
"101613634",2000-09-01,101.94,"M",5
"101613634",2001-05-05,189.99,"M",5
"101613634",2002-01-05,189.99,"M",5
"101613634",2003-04-02,179.98,"M",5
"101613634",2003-05-26,384.95,"M",5
"101613634",2004-01-16,549.98,"M",5
"101613634",2004-04-03,371.94,"M",5
"101613634",2004-06-26,209.98,"M",5
"101616736",1999-12-29,12.99,"F",6
"101616736",2000-01-23,29.99,"F",6
"101621862",1999-12-22,69.99,"F",7
"101621862",2000-01-04,149.99,"F",7
"101621862",2000-04-19,1499.95,"F",7
"101621862",2000-04-20,3767.47,"F",7
"101621862",2000-04-22,269.99,"F",7
"101621862",2000-08-20,148.97,"F",7
"101621862",2000-08-28,374.92,"F",7
"101621862",2001-02-24,366.51,"F",7
"101621862",2001-04-23,149.96,"F",7
"101621862",2001-12-19,29.95,"F",7
"101635935",2000-05-20,499.99,"M",6
"101635935",2002-07-12,82.97,"M",6
"101635935",2003-08-09,194.98,"M",6
"101666807",1999-08-01,66.49,"F",5
"101666807",1999-08-02,30,"F",5
"101666807",1999-12-06,129.99,"F",5
"101716406",1999-02-24,119.99,"M",5
"101716406",2000-03-25,1541.95,"M",5
"101716406",2003-12-06,149.98,"M",5
"101716406",2004-01-27,349.99,"M",5
"101716406",2004-02-06,79.99,"M",5
"101716406",2004-07-29,179.99,"M",5
"101733322",1999-11-30,545.97,"M",3
"101733322",2000-01-17,69.97,"M",3
"101733322",2001-09-09,789.96,"M",3
"101733322",2001-09-12,649.97,"M",3
"101733322",2001-12-14,79.99,"M",3
"101733322",2002-04-27,69.99,"M",3
"101733322",2003-04-24,99.92,"M",3
"101733322",2003-05-02,49.99,"M",3
"101733322",2003-06-01,109.98,"M",3
"101733322",2003-07-20,213.96,"M",3
"101741416",2000-07-19,123.49,"F",6
"101744011",2000-10-31,574.98,"M",5
"101744011",2001-01-05,142.49,"M",5
"101744011",2001-03-02,209.97,"M",5
"101744011",2002-05-13,489.97,"M",5
"101744011",2002-05-19,151.97,"M",5
"101744011",2002-06-18,180.79,"M",5
"101744011",2002-07-05,169.98,"M",5
"101744011",2002-07-25,399.99,"M",5
"101744011",2003-01-25,179.98,"M",5
"101744011",2003-02-12,306.98,"M",5
"101744011",2003-08-04,266.94,"M",5
"101750024",2000-09-10,1199.96,"F",7
"101750024",2003-07-30,200,"F",7
"101754017",1999-11-01,1229.97,"M",6
"101754017",1999-12-15,414.97,"M",6
"101754017",2000-04-08,819.99,"M",6
"101754017",2000-04-09,780.01,"M",6
"101754017",2001-09-30,3099.98,"M",6
"101754017",2001-10-07,754.95,"M",6
"101754017",2002-01-26,26.99,"M",6
"101754017",2004-11-26,719.96,"M",6
"101754017",2004-11-27,168.98,"M",6
"101755245",1999-04-26,180.96,"F",6
"101755245",2000-01-16,63.59,"F",6
"101755245",2000-05-29,746.94,"F",6
"101790299",2000-06-11,411.98,"M",8
"101790299",2002-01-19,161.98,"M",8
"101795584",1999-06-29,279.99,"M",7
"101833021",2000-02-07,357.97,"M",6
"101833021",2001-09-29,169.99,"M",6
"101834167",1999-06-30,1042.94,"M",2
"101839528",1999-06-25,149.99,"F",9
"101839528",2003-04-21,195,"F",9
"101862504",1999-09-23,469.99,"F",9
"101862504",2003-07-02,499.98,"F",9
"101920811",2000-06-24,481.96,"M",6
"101920811",2000-07-03,270.47,"M",6
"101920811",2000-07-07,709.97,"M",6
"101920811",2000-09-17,389.96,"M",6
"101920811",2000-09-19,166.96,"M",6
"101920811",2002-02-18,239.98,"M",6
"101920811",2002-04-03,239.99,"M",6
"101943215",1999-12-24,59.95,"M",9
"101943215",2000-05-23,39.98,"M",9
"101943215",2000-12-24,189.98,"M",9
"101943215",2002-12-21,274.96,"M",9
"101970716",1999-02-26,324.97,"M",4
"101989762",2000-04-19,229.98,"M",7
"101989762",2002-01-28,229.99,"M",7
"101989762",2004-07-15,679.98,"M",7
"101989762",2004-09-21,799.98,"M",7
"101992328",2000-11-11,219.98,"F",3
"102107788",1999-12-24,149.98,"M",1
"102107788",2000-09-10,119.95,"M",1
"102107788",2001-07-30,388.98,"M",1
"102107788",2002-12-23,149.98,"M",1
"102107788",2002-12-24,199.99,"M",1
"102107788",2003-05-19,14.99,"M",1
"102123586",1999-08-26,85.93,"F",6
"102123586",1999-11-28,79.99,"F",6
"102123586",1999-12-24,104.97,"F",6
"102123586",2000-03-13,39.99,"F",6
"102123586",2000-04-03,389.9,"F",6
"102146042",2000-04-04,299.95,"M",4
"102146042",2001-07-26,1149.97,"M",4
"102280750",2000-11-06,349.98,"M",6
"102280750",2001-12-24,230.94,"M",6
"102280750",2003-05-13,33.99,"M",6
"102280750",2003-05-20,15.99,"M",6
"102280750",2003-06-11,33.98,"M",6
"102280750",2003-08-05,83.97,"M",6
"102280750",2003-08-26,24.98,"M",6
"102280750",2003-09-30,63.97,"M",6
"102280750",2003-10-07,14.99,"M",6
"102280750",2003-10-24,84.98,"M",6
"102280750",2004-01-20,64.96,"M",6
"102280750",2004-05-11,23.98,"M",6
"102280750",2004-06-13,165.93,"M",6
"102280750",2004-09-07,119.06,"M",6
"102323864",2000-02-15,179.99,"M",6
"102323864",2004-01-27,109.98,"M",6
"102350807",1999-05-17,124.98,"M",4
"102350807",1999-05-20,69.98,"M",4
"102353455",2000-01-18,400,"F",6
"102353455",2000-01-24,381.64,"F",6
"102353455",2000-02-03,179.99,"F",6
"102360217",1999-09-06,1311.92,"F",8
"102386359",2000-02-26,264.95,"F",9
"102408443",1999-02-17,38.18,"F",5
"102437372",1999-12-20,99.98,"M",6
"102437372",2000-07-08,799.94,"M",6
"102437372",2002-09-10,199.99,"M",6
"102437372",2002-09-12,2820,"M",6
"102437372",2002-10-07,2444.98,"M",6
"102462794",1999-06-30,899.98,"F",4
"102462794",2002-08-15,45.87,"F",4
"102462794",2003-10-06,149.97,"F",4
"102462794",2004-08-20,332.49,"F",4
"102480804",1999-07-24,1,"F",5
"102480804",1999-08-28,49.99,"F",5
"102480804",1999-09-11,273.96,"F",5
"102480804",1999-12-14,244.97,"F",5
"102480804",1999-12-19,19.99,"F",5
"102480804",2000-02-12,14.99,"F",5
"102480804",2000-02-19,358.96,"F",5
"102480804",2000-02-20,69.99,"F",5
"102480804",2000-11-24,17.99,"F",5
"102480804",2001-08-19,99.99,"F",5
"102480804",2001-08-23,76,"F",5
"102480804",2001-10-15,179.96,"F",5
"102480804",2001-11-04,29.99,"F",5
"102480804",2001-11-05,149.97,"F",5
"102480804",2002-02-10,14.99,"F",5
"102480804",2003-09-06,170.88,"F",5
"102480804",2004-04-16,59.99,"F",5
"102480804",2004-04-17,96.96,"F",5
"102480804",2004-04-18,19.99,"F",5
"102480804",2004-06-06,129.94,"F",5
"102480804",2004-07-18,31,"F",5
"102480804",2004-08-07,169.98,"F",5
"102480804",2004-08-15,432.92,"F",5
"102493611",2000-07-16,24.99,"M",7
"102493611",2000-07-18,239.99,"M",7
"102493611",2000-08-27,436.95,"M",7
"102493611",2003-05-18,399.99,"M",7
"102493611",2003-12-20,99.99,"M",7
"102493611",2004-01-11,219.96,"M",7
"102493611",2004-04-18,129.99,"M",7
"102493611",2004-05-01,52.98,"M",7
"102505284",2000-07-29,699.98,"M",6
"102505284",2000-10-09,139.98,"M",6
"102505284",2002-12-19,359.98,"M",6
"102535015",2000-01-19,17.99,"M",8
"102535015",2000-12-15,159.99,"M",8
"102587883",1999-05-09,59.99,"M",6
"102587883",1999-12-06,2,"M",6
"102587883",1999-12-17,169.99,"M",6
"102587883",2000-10-01,47.99,"M",6
"102654755",2000-04-27,12.98,"F",9
"102654755",2001-01-24,9.99,"F",9
"102654755",2001-04-05,14.99,"F",9
"102654755",2001-11-19,9.99,"F",9
"102654755",2002-05-28,9.99,"F",9
"102654755",2002-11-07,8.99,"F",9
"102654755",2003-09-13,9.99,"F",9
"102654755",2004-05-21,32.98,"F",9
"102713429",2000-02-21,409.93,"F",6
"102713429",2001-06-23,184.98,"F",6
"102713429",2001-06-28,179.99,"F",6
"102738747",1999-03-15,47.98,"M",3
"102738747",2004-07-04,274.98,"M",3
"102745278",2000-07-06,99.95,"M",1
"102787456",1999-05-20,79.99,"F",9
"102787456",1999-10-04,3511.33,"F",9
"102787456",2001-01-30,34.99,"F",9
"102787456",2001-03-22,191.93,"F",9
"102787456",2001-06-10,149.98,"F",9
"102787456",2001-08-23,379.98,"F",9
"102787456",2001-12-22,89.99,"F",9
"102787456",2002-01-10,129.97,"F",9
"102787456",2002-03-15,1739.65,"F",9
"102787456",2003-06-06,229.94,"F",9
"102867723",1999-04-11,1699.99,"M",5
"102867723",2001-05-14,182.95,"M",5
"102891615",2000-06-12,357.94,"F",3
"102898060",1999-04-20,19.99,"M",4
"102898060",2001-02-27,99.97,"M",4
"102918398",1999-04-02,229.99,"M",6
"102918398",1999-05-19,324.99,"M",6
"102918398",1999-11-12,179.99,"M",6
"102918398",2000-01-13,194.97,"M",6
"102918398",2000-04-20,129.99,"M",6
"102918398",2000-05-03,569.99,"M",6
"102918398",2000-08-23,1449.9,"M",6
"102923502",1999-12-22,349.99,"F",4
"102923502",2001-03-22,63.27,"F",4
"102923502",2002-01-23,307.98,"F",4
"102923502",2002-02-25,446.97,"F",4
"102923502",2003-07-31,78.97,"F",4
"102923502",2004-05-08,1724.94,"F",4
"102923502",2004-07-28,168.97,"F",4
"102929554",1999-07-03,155.49,"M",9
"102929554",2000-05-26,219.99,"M",9
"102929554",2000-08-25,110.49,"M",9
"102929554",2000-09-04,119.99,"M",9
"102929554",2000-09-09,99.99,"M",9
"102929554",2000-11-03,304.95,"M",9
"102929554",2002-03-10,169.99,"M",9
"102929554",2002-11-04,2499.97,"M",9
"102929554",2002-11-29,239.99,"M",9
"102929554",2003-10-24,149.95,"M",9
"102929554",2003-11-10,99.99,"M",9
"102929554",2003-11-11,1484.98,"M",9
"102929554",2003-11-28,408.94,"M",9
"102929554",2004-02-29,92.96,"M",9
"102929554",2004-05-25,49.99,"M",9
"102929554",2004-06-30,379.98,"M",9
"102929554",2004-08-26,54.99,"M",9
"102929554",2004-09-02,69.99,"M",9
"102933608",1999-10-06,1649.93,"M",8
"102971944",1999-10-28,140.96,"M",7
"102971944",2003-11-09,96.96,"M",7
"102971944",2003-11-16,29.99,"M",7
"103001777",1999-07-18,399.99,"M",7
"103001777",1999-07-31,269.99,"M",7
"103001777",1999-11-26,175.96,"M",7
"103008895",2000-03-05,384.93,"M",7
"103008895",2000-05-06,385.91,"M",7
"103008895",2001-11-25,179.99,"M",7
"103008895",2001-12-08,599.97,"M",7
"103008895",2001-12-15,1219.97,"M",7
"103008895",2002-01-20,179.98,"M",7
"103008895",2003-12-22,179.98,"M",7
"103008895",2004-07-10,461.67,"M",7
"103016838",2000-06-18,199.99,"M",7
"103040973",2000-01-17,1649.95,"M",7
"103040973",2000-01-24,69.99,"M",7
"103040973",2003-02-09,199.98,"M",7
"103059477",1999-07-06,159.95,"F",3
"103060998",1999-08-11,69.99,"M",7
"103060998",2001-08-20,329.98,"M",7
"103060998",2001-08-23,99.99,"M",7
"103060998",2002-12-16,549.98,"M",7
"103098422",1999-08-11,1750.76,"M",1
"103098422",1999-08-12,1397.88,"M",1
"103098422",1999-08-15,179.98,"M",1
"103098422",1999-08-18,1330.79,"M",1
"103098422",1999-09-09,269.97,"M",1
"103098422",1999-10-11,19.99,"M",1
"103098422",1999-12-07,63.98,"M",1
"103098422",2000-03-29,85.97,"M",1
"103098422",2000-05-07,49.95,"M",1
"103100832",2000-08-10,567.92,"M",6
"103100832",2000-08-15,344.98,"M",6
"103103795",1999-08-15,76.98,"M",6
"103103795",1999-11-26,299.98,"M",6
"103103795",2000-06-26,69.99,"M",6
"103103795",2000-09-04,109.98,"M",6
"103103795",2000-09-25,69.99,"M",6
"103103795",2001-05-26,349.99,"M",6
"103103795",2002-11-23,116.98,"M",6
"103103795",2003-02-18,161.49,"M",6
"103103795",2003-02-27,139.99,"M",6
"103103795",2003-12-06,49.99,"M",6
"103103795",2004-03-26,149.98,"M",6
"103103795",2004-03-29,187.92,"M",6
"103170177",1999-12-12,134.96,"M",4
"103170177",2000-11-14,199.99,"M",4
"103170177",2001-02-12,119.97,"M",4
"103170177",2001-02-14,2279.97,"M",4
"103170177",2001-05-17,409.97,"M",4
"103170177",2001-12-03,2189.94,"M",4
"103170177",2003-12-20,319.93,"M",4
"103217726",1999-03-23,549.94,"F",8
"103217726",1999-05-10,99.99,"F",8
"103217726",2000-06-28,379.99,"F",8
"103217726",2004-09-26,99.98,"F",8
"103246813",2000-05-20,85.95,"F",7
"103246813",2003-03-22,10.99,"F",7
"103272861",1999-09-14,284.97,"M",6
"103272861",1999-10-17,99.99,"M",6
"103272861",1999-10-30,69.98,"M",6
"103272861",2000-01-02,1024.93,"M",6
"103272861",2002-11-04,61.98,"M",6
"103272861",2003-05-20,36.97,"M",6
"103272861",2003-09-11,31.97,"M",6
"103272861",2003-10-29,37.97,"M",6
"103272861",2003-11-05,109.97,"M",6
"103272861",2003-11-06,74.7,"M",6
"103272861",2004-01-14,65.92,"M",6
"103272861",2004-01-30,37.95,"M",6
"103272861",2004-02-07,57.93,"M",6
"103272861",2004-02-28,60.94,"M",6
"103272861",2004-04-05,90.91,"M",6
"103272861",2004-04-08,33.93,"M",6
"103272861",2004-06-30,41.96,"M",6
"103272861",2004-08-17,81.9,"M",6
"103272861",2004-08-25,44.95,"M",6
"103342286",1999-06-16,89.99,"F",9
"103348072",1999-05-03,179.99,"M",6
"103348072",2001-01-06,89.99,"M",6
"103348072",2001-01-23,170.97,"M",6
"103348072",2001-02-06,49.99,"M",6
"103348072",2001-06-07,19.99,"M",6
"103348072",2001-11-03,34.99,"M",6
"103348072",2001-12-26,33.57,"M",6
"103348072",2004-02-02,514.98,"M",6
"103380683",2000-07-24,199.94,"F",6
"103380683",2000-07-26,947.88,"F",6
"103380683",2000-08-02,884.97,"F",6
"103380683",2000-08-03,249.99,"F",6
"103380683",2004-07-13,99.99,"F",6
"103382006",1999-02-05,14.99,"M",8
"103382006",2001-12-13,671.96,"M",8
"103382006",2002-10-16,99.96,"M",8
"103382006",2003-11-28,1509.97,"M",8
"103382006",2003-12-02,349.98,"M",8
"103382006",2003-12-27,119.97,"M",8
"103382006",2004-04-06,129.99,"M",8
"103408159",2000-01-17,439.97,"M",6
"103408159",2001-01-19,409.93,"M",6
"103408159",2002-04-17,2139.95,"M",6
"103408159",2004-01-25,599.99,"M",6
"103409729",2000-09-07,409.98,"M",1
"103413298",1999-10-01,203.96,"F",8
"103413298",2000-07-14,190.96,"F",8
"103413298",2000-09-22,16.99,"F",8
"103420523",2000-07-01,206.98,"M",6
"103420523",2000-12-06,249.99,"M",6
"103420523",2002-12-13,170,"M",6
"103420523",2003-01-10,29.99,"M",6
"103420523",2004-01-03,2449.95,"M",6
"103482507",2000-06-16,218.49,"M",7
"103482507",2001-06-21,119.99,"M",7
"103497245",2000-05-09,647.42,"M",6
"103497245",2001-01-04,199.99,"M",6
"103540454",1999-06-24,329.99,"M",8
"103540454",1999-12-01,269.95,"M",8
"103540454",1999-12-02,209.97,"M",8
"103540454",2002-04-12,229.93,"M",8
"103578750",2000-02-10,52.98,"F",4
"103593983",2000-05-16,79.98,"M",8
"103593983",2000-12-12,191.26,"M",8
"103654254",1999-08-10,432.97,"M",5
"103654254",2004-11-14,149.99,"M",5
"103680552",1999-12-09,229.98,"M",1
"103696003",1999-05-19,99.99,"M",5
"103696003",2000-08-18,819.98,"M",5
"103696003",2000-08-21,685.99,"M",5
"103696003",2000-09-15,487.97,"M",5
"103696003",2001-03-20,59.99,"M",5
"103696003",2001-10-04,5.79,"M",5
"103696003",2004-06-23,79.99,"M",5
"103696003",2004-06-26,123.9,"M",5
"103704424",2000-04-01,169.99,"M",6
"103704424",2002-05-10,309.98,"M",6
"103704424",2004-03-13,89.99,"M",6
"103704424",2004-10-03,1699.99,"M",6
"103713374",1999-08-23,4,"F",6
"103713374",1999-09-15,399.99,"F",6
"103713374",1999-11-27,829.93,"F",6
"103713374",1999-12-04,20,"F",6
"103713374",2000-01-10,89.98,"F",6
"103713374",2000-11-30,210.97,"F",6
"103713374",2001-06-15,2109.97,"F",6
"103713374",2001-10-15,99.99,"F",6
"103717955",2000-10-01,130,"F",4
"103717955",2000-11-24,789.97,"F",4
"103717955",2002-11-29,229.98,"F",4
"103717955",2004-03-21,13.99,"F",4
"103720778",1999-07-18,466,"M",9
"103720778",2002-01-28,129.99,"M",9
"103720778",2002-12-19,129.99,"M",9
"103720778",2003-07-24,119.98,"M",9
"103733968",1999-08-16,32.98,"M",7
