"Id","Date","Price"
"1061",2005-01-04,66.82
"1061",2005-01-06,75.35
"1061",2005-01-08,66.58
"1061",2005-01-11,64.59
"1061",2005-01-17,60.36
"1061",2005-01-17,68.29
"1061",2005-01-20,60
"1061",2005-01-23,68.27
"1061",2005-02-04,68.3
"1061",2005-02-17,70.42
"1061",2005-02-21,61.63
"1061",2005-02-26,57.82
"1062",2005-01-13,38.3
"1062",2005-01-23,46.28
"1062",2005-02-18,38.91
"1062",2005-02-28,42.33
"1062",2005-03-04,37.89
"1062",2005-03-07,40.73
"1062",2005-03-14,41.02
"1062",2005-03-18,42.22
"1062",2005-03-20,45.12
"1062",2005-03-31,45.47
"1062",2005-04-08,37.3
"1062",2005-04-17,37.06
"1062",2005-05-01,33.13
"1062",2005-05-07,42.93
"1062",2005-05-31,40.77
"1062",2005-06-10,42.82
"1062",2005-06-27,41.97
"1062",2005-07-03,44.48
"1062",2005-07-10,37.77
"1062",2005-07-15,35.32
"1062",2005-07-18,43.87
"1062",2005-08-02,37.59
"1062",2005-08-05,38.57
"1063",2005-01-05,41.86
"1063",2005-01-20,39.66
"1063",2005-01-22,40.11
"1063",2005-01-30,39.03
"1063",2005-02-04,42.3
"1063",2005-02-20,42.52
"1063",2005-03-08,43.83
"1064",2005-01-02,29.33
"1064",2005-01-02,27.96
"1064",2005-01-05,30.85
"1064",2005-01-16,30.42
"1064",2005-01-27,26.79
"1064",2005-02-16,26.33
"1064",2005-03-04,28.18
"1064",2005-03-09,26.04
"1064",2005-03-19,23.62
"1064",2005-03-30,30.56
"1064",2005-04-16,28.21
"1065",2005-01-10,53.85
"1065",2005-01-12,55.96
"1065",2005-01-12,55.62
"1065",2005-01-21,52.87
"1065",2005-01-30,59.91
"1065",2005-02-16,50.31
"1065",2005-03-09,52.32
"1066",2005-01-15,37.28
"1066",2005-01-20,37.9
"1066",2005-01-31,33.67
"1066",2005-02-01,31.55
"1066",2005-03-09,38.34
"1066",2005-03-10,38.29
"1066",2005-03-23,36.2
"1066",2005-04-07,33.79
"1067",2005-01-13,85.21
"1068",2005-01-18,40.92
"1068",2005-01-27,36.75
"1068",2005-01-29,33.17
"1068",2005-03-13,38.72
"1068",2005-03-14,38.64
"1070",2005-01-06,63.14
"1070",2005-02-25,62.78
"1070",2005-03-21,62.73
"1070",2005-06-08,65.32
"1070",2005-08-29,59.78
"1070",2006-11-16,65.39
"1070",2007-05-05,62.17
"1071",2005-01-16,43.19
"1071",2005-03-20,48.98
"1071",2005-03-21,53.02
"1072",2005-01-05,49.41
"1072",2005-01-11,53.81
"1072",2005-01-15,58.42
"1072",2005-02-04,53.34
"1073",2005-01-10,30.5
"1073",2005-01-19,32.38
"1073",2005-01-31,32.25
"1073",2005-02-10,31.8
"1073",2005-02-24,26.29
"1073",2005-04-26,30.47
"1074",2005-01-09,69.19
"1074",2005-02-06,64.23
"1074",2005-02-13,63.67
"1074",2005-03-05,66.89
"1074",2005-03-05,56.46
"1074",2005-03-15,66.6
"1074",2005-06-14,69.61
"1074",2005-07-02,67.69
"1074",2005-07-11,63.88
"1074",2005-07-12,59.84
"1074",2005-09-15,68.29
"1074",2005-09-21,66.22
"1074",2005-09-29,64.94
"1074",2005-10-24,64.55
"1074",2005-11-05,67.58
"1074",2005-12-15,67.7
"1074",2006-03-09,60.28
"1074",2006-03-22,56.41
"1074",2006-05-05,65.06
"1074",2006-05-10,65.55
"1074",2006-05-21,66.5
"1074",2006-06-12,70.08
"1074",2006-06-15,66.67
"1074",2006-06-30,71.04
"1074",2006-09-17,64.92
"1074",2006-10-08,67.63
"1074",2006-10-25,54.39
"1074",2006-11-24,60.35
"1074",2007-01-01,61.25
"1074",2007-04-20,54.56
"1076",2005-01-07,57.84
"1076",2005-01-15,53.73
"1076",2005-02-06,50.45
"1076",2005-02-13,58.69
"1076",2005-02-23,52.57
"1076",2005-03-08,56.46
"1076",2005-03-09,56.73
"1076",2005-03-09,59.09
"1076",2005-03-10,57.95
"1076",2005-03-26,57.47
"1076",2005-03-29,54.73
"1076",2005-04-15,54.9
"1076",2005-04-17,58.44
"1076",2005-04-27,54.12
"1076",2005-04-27,52.19
"1076",2005-05-03,51.64
"1076",2005-05-16,58.31
"1076",2005-05-26,54.43
"1076",2005-06-06,58.07
"1076",2005-06-15,53.4
"1076",2005-06-22,50.63
"1076",2005-06-22,55.72
"1076",2005-06-24,54.49
"1076",2005-06-28,54.19
"1076",2005-07-16,52.43
"1076",2005-07-17,53.01
"1076",2005-08-10,52.2
"1076",2005-08-17,49.68
"1076",2005-08-20,52.72
"1076",2005-09-08,53.01
"1076",2005-10-05,48.67
"1076",2005-10-08,54.38
"1076",2005-10-28,58.26
"1076",2005-11-03,57.77
"1076",2005-11-12,52.72
"1077",2005-01-02,42.75
"1077",2005-01-09,38.83
"1077",2005-01-23,40.17
"1077",2005-02-01,38.92
"1077",2005-02-09,39.99
"1077",2005-02-09,39.05
"1077",2005-03-07,40.24
"1077",2005-03-22,35.89
"1077",2005-03-25,33.36
"1077",2005-04-13,37.05
"1078",2005-01-07,30.72
"1078",2005-02-03,26.29
"1081",2005-01-19,49.81
"1081",2005-03-04,41.59
"1081",2005-04-23,50.35
"1081",2005-04-26,54.88
"1081",2005-05-06,51.09
"1081",2005-05-10,49.88
"1082",2005-02-02,25.07
"1082",2005-02-13,27.71
"1082",2005-03-02,27.62
"1082",2005-03-12,23.88
"1082",2005-03-12,24.51
"1084",2005-01-01,33.91
"1084",2005-01-04,34.49
"1085",2005-01-12,56.67
"1085",2005-01-15,59.23
"1085",2005-03-19,61.12
"1085",2005-04-11,67.36
"1085",2005-04-25,62.68
"1085",2005-06-03,70.03
"1085",2005-07-01,62.65
"1085",2005-07-17,60.69
"1085",2005-07-27,57.99
"1085",2005-09-06,64.04
"1085",2005-10-07,56.88
"1085",2005-12-14,62.52
"1086",2005-01-03,30.73
"1086",2005-01-07,31.87
"1086",2005-01-17,31.34
"1086",2005-01-21,28.33
"1086",2005-01-27,29.57
"1086",2005-01-28,28.77
"1086",2005-02-01,36.48
"1086",2005-02-05,36.44
"1086",2005-02-06,25.14
"1086",2005-02-13,29.28
"1086",2005-02-17,34.47
"1086",2005-02-19,29.17
"1086",2005-02-20,32.69
"1086",2005-03-04,33.99
"1087",2005-01-12,48.99
"1087",2005-01-22,43.3
"1087",2005-02-07,41.39
"1087",2005-02-18,45.45
"1087",2005-03-15,43.99
"1087",2005-03-17,39.12
"1087",2005-06-23,39.27
"1089",2005-03-17,39.32
"1089",2005-04-01,43.18
"1089",2005-04-26,42.26
"1089",2005-05-15,39.06
"1089",2005-06-05,42.68
"1089",2005-06-06,38.57
"1089",2005-06-09,42.83
"1089",2005-07-12,41.57
"109",2005-01-04,74.45
"109",2005-01-05,67.24
"109",2005-01-25,63.25
"109",2005-01-26,65.25
"109",2005-02-25,67.68
"109",2005-03-31,76.55
"109",2005-04-03,62.54
"109",2005-04-09,64.56
"109",2005-04-13,64.77
"109",2005-05-17,67.53
"1090",2005-01-13,59.62
"1091",2005-01-07,44.05
"1092",2005-01-01,25.87
"1093",2005-01-24,49.67
"1094",2005-02-02,46.49
"1095",2005-01-14,77.01
"1095",2005-01-16,91.73
"1095",2005-01-16,80.61
"1095",2005-01-19,82.67
"1095",2005-01-21,82.16
"1095",2005-02-25,80.3
"1095",2005-03-23,86.72
"1095",2005-04-02,83.38
"1095",2005-05-17,87.05
"1095",2005-07-02,84.61
"1095",2005-08-02,69.91
"1095",2005-08-03,82.41
"1095",2005-08-17,92.47
"1095",2005-08-29,83.93
"1095",2005-09-11,81.38
"1095",2005-10-23,73.18
"1095",2005-12-17,77.04
"1095",2005-12-31,79.05
"1095",2006-01-29,88.64
"1095",2006-02-08,87.4
"1095",2006-02-13,77.88
"1095",2006-02-17,80.41
"1095",2006-02-21,77.73
"1095",2006-03-15,70.54
"1095",2006-03-22,72.25
"1095",2006-04-05,78.77
"1095",2006-04-13,79.04
"1095",2006-04-23,97.73
"1096",2005-01-10,35.81
"1096",2005-01-27,37.59
"1096",2005-01-31,31.21
"1096",2005-03-28,33.71
"1096",2005-03-31,32.04
"1097",2005-02-10,45.8
"1097",2005-02-11,48.05
"1097",2005-02-26,40.72
"1097",2005-03-10,43.19
"1097",2005-03-23,40.2
"1097",2005-04-10,46.09
"1097",2005-04-17,47.13
"1097",2005-04-25,41.08
"1097",2005-04-29,43.54
"1097",2005-04-30,40.38
"1097",2005-05-16,44.56
"1097",2005-05-20,34.96
"1097",2005-05-30,40.37
"1097",2005-07-06,42.74
"1097",2005-07-18,42.37
"1097",2005-07-19,43.37
"1097",2005-07-24,45.17
"1097",2005-07-29,39.52
"1098",2005-01-04,67.8
"1099",2005-01-27,45.38
"1099",2005-02-01,49.54
"1099",2005-02-11,48.57
"1099",2005-02-25,47.79
"1099",2005-03-07,59.09
"1099",2005-04-22,55.62
"1099",2005-05-07,53.36
"1099",2005-05-30,56.63
"1099",2005-06-09,53.09
"1099",2005-07-05,49.77
"1099",2005-09-06,42.34
"1099",2005-09-20,50.3
"1099",2005-09-27,54.52
"1099",2005-10-02,53.92
"1099",2005-10-02,57.39
"1099",2005-10-17,48.28
"1099",2005-12-05,54.75
"1099",2005-12-11,45.96
"1099",2005-12-17,51.14
"1099",2005-12-30,45.58
"1099",2006-01-02,54.93
"1099",2006-01-15,51.87
"1099",2006-01-24,47.69
"1099",2006-02-02,58.5
"1099",2006-02-09,51.54
"1099",2006-02-22,51
"11",2005-02-03,39.64
"11",2005-03-14,33.41
"11",2005-04-05,33.04
"1100",2005-01-22,34.19
"1100",2005-02-06,37.16
"1100",2005-02-23,42.49
"1100",2005-04-03,39.15
"1100",2005-05-02,39.88
"1100",2005-05-04,39.65
"1100",2005-05-26,39.27
"1100",2005-06-04,35.21
"1100",2005-06-10,39.43
"1100",2005-07-03,37.37
"1101",2005-01-12,53.46
"1101",2005-02-21,59.33
"1101",2005-04-04,52.37
"1101",2005-04-25,53.74
"1101",2005-05-26,51.79
"1101",2005-07-05,52.94
"1104",2005-01-09,48.78
"1104",2005-02-26,50.38
"1104",2005-03-03,49.56
"1104",2005-03-27,50.72
"1104",2005-04-07,45
"1104",2005-04-28,55.62
"1104",2005-05-27,44.46
"1104",2005-07-24,38.06
"1104",2005-08-05,53.07
"1107",2005-01-03,23.6
"1107",2005-01-24,27.98
"1107",2005-02-10,24.93
"1107",2005-02-11,22.75
"1108",2005-03-11,55.75
"1108",2005-06-08,55.44
"1108",2005-11-27,54.91
"1109",2005-01-08,25.07
"1109",2005-01-14,25.96
"1109",2005-01-22,24.75
"1109",2005-01-23,20.63
"1109",2005-01-25,24.22
"1109",2005-01-26,22.87
"1109",2005-02-09,25.13
"1109",2005-02-18,26.24
"1109",2005-02-18,22.31
"1109",2005-02-20,22.69
"1109",2005-03-02,23.49
"1109",2005-03-14,22.14
"1109",2005-03-21,24.05
"1109",2005-04-07,26.5
"1109",2005-04-19,24.45
"1109",2005-04-21,23.39
"1109",2005-05-08,24.59
"1109",2005-05-12,21.44
"1109",2005-05-21,26.56
"1109",2005-06-11,26.27
"1109",2005-06-18,22.77
"1109",2005-06-21,23.04
"1109",2005-06-25,23.14
"1109",2005-07-05,22.89
"1109",2005-08-11,23.75
"111",2005-01-12,33.69
"111",2005-01-22,30.69
"111",2005-01-28,29.35
"111",2005-02-22,28.99
"111",2005-03-03,31.74
"111",2005-03-18,28.24
"111",2005-03-20,28.81
"111",2005-08-24,32.01
"111",2005-10-06,33.05
"111",2005-10-26,26.17
"111",2005-10-29,33.2
"111",2005-10-30,35.05
"111",2005-12-05,30.53
"111",2006-03-24,30.97
"111",2006-06-12,29.77
"111",2006-12-19,34.41
"111",2007-01-26,30.8
"111",2007-02-24,31.31
"111",2007-04-07,32.59
"111",2007-05-31,30.66
"111",2007-06-17,31.03
"111",2007-07-22,34.35
"111",2007-09-25,30.65
"111",2007-10-05,36.19
"111",2007-10-15,29.74
"111",2007-11-19,29.66
"111",2007-12-10,29.27
"111",2008-02-25,31.97
"111",2008-05-16,28.76
"111",2008-07-12,32
"111",2008-08-05,28.88
"111",2008-09-03,30.17
"111",2008-09-21,33.65
"111",2008-10-14,30.42
"111",2008-11-29,27.72
"111",2008-12-26,33.61
"1111",2005-01-08,27.06
"1111",2005-01-18,27.79
"1111",2005-01-28,28.48
"1111",2005-02-09,29.96
"1111",2005-02-19,27.91
"1111",2005-02-20,28.26
"1111",2005-02-22,26.99
"1111",2005-03-18,25.3
"1111",2005-03-31,28.38
"1111",2005-04-03,32.65
"1111",2005-04-18,27.89
"1111",2005-04-21,26.25
"1111",2005-05-13,28.6
"1111",2005-05-20,27
"1113",2005-02-02,40.87
"1113",2005-02-15,41.16
"1113",2005-02-23,41.86
"1113",2005-02-24,43.39
"1113",2005-02-28,38.09
"1114",2005-01-22,51.88
"1115",2005-01-30,32.01
"1115",2005-03-10,28.3
"1115",2005-03-26,30.18
"1115",2005-04-05,28.15
"1115",2005-05-10,35.68
"1115",2005-05-11,29.09
"1115",2005-05-12,27.94
"1115",2005-05-19,31.3
"1115",2005-05-22,31.08
"1116",2005-01-04,36.65
"1117",2005-01-19,31
"1117",2005-01-27,32.43
"1117",2005-01-28,31.39
"1117",2005-02-03,33.69
"1117",2005-02-05,33.31
"1117",2005-02-20,31.41
"1117",2005-02-21,28.43
"1118",2005-01-07,82.45
"1119",2005-02-10,37.92
"1119",2005-02-19,34.11
"1119",2005-03-01,41.35
"1119",2005-04-05,40.49
"1119",2005-04-14,40.47
"1119",2005-05-05,31.34
"1119",2005-05-30,37.99
"1119",2005-06-04,35.96
"1119",2005-06-18,42.97
"1119",2005-06-29,37.65
"1119",2005-07-17,39.65
"1119",2005-07-20,37.26
"1119",2005-07-21,41.13
"1119",2005-08-15,41.32
"1119",2005-09-05,41.07
"1119",2005-09-10,40.8
"1119",2005-10-14,41.5
"1119",2005-11-02,44.67
"1119",2005-11-26,37.22
"1120",2005-01-12,47.16
"1120",2005-02-27,46.18
"1120",2005-02-28,45.33
"1120",2005-03-13,46.56
"1120",2005-03-22,44.04
"1120",2005-03-28,47.79
"1120",2005-04-02,51.72
"1120",2005-04-02,41.11
"1120",2005-04-05,51.51
"1120",2005-04-08,52.88
"1120",2005-04-10,39.69
"1120",2005-04-19,45.54
"1120",2005-04-26,50.39
"1120",2005-05-04,43.5
"1120",2005-05-05,50.02
"1120",2005-05-08,47.11
"1121",2005-01-29,37.61
"1122",2005-01-09,45.75
"1123",2005-01-04,59.73
"1123",2005-02-05,63.03
"1125",2005-01-08,30.87
"1126",2005-01-15,45.31
"1128",2005-01-27,50.79
"1128",2005-01-28,51.91
"1128",2005-01-31,49.9
"113",2005-01-22,41.53
"1131",2005-03-04,56.08
"1131",2005-03-07,51.59
"1132",2005-01-16,45.74
"1132",2005-02-06,50.72
"1132",2005-02-18,42.98
"1132",2005-03-18,41.99
"1132",2005-03-23,44.16
"1132",2005-04-29,46.08
"1133",2005-01-10,36.61
"1133",2005-01-20,37.7
"1133",2005-01-27,41.17
"1133",2005-02-17,42.09
"1133",2005-02-27,43.88
"1133",2005-03-04,37.59
"1134",2005-01-10,38.54
"1134",2005-01-23,41.98
"1134",2005-01-27,45.83
"1134",2005-02-05,39.2
"1134",2005-02-16,40.87
"1134",2005-02-20,41.53
"1135",2005-01-06,22.92
"1135",2005-01-15,21.88
"1135",2005-01-29,21.17
"1135",2005-02-18,20.98
"1135",2005-02-24,23.3
"1135",2005-02-27,23.7
"1136",2005-01-26,52.12
"1137",2005-01-02,31.69
"1137",2005-01-04,35.4
"1138",2005-01-08,67.2
"1138",2005-03-18,61.85
"1138",2005-04-23,60
"1138",2005-05-05,58.05
"1138",2005-05-23,52.21
"1138",2005-06-02,60.7
"1138",2005-06-18,56.62
"1139",2005-01-17,28.81
"1139",2005-02-21,29.66
"1139",2005-03-21,30.22
"1139",2005-04-01,36.63
"1140",2005-02-03,60.03
"1140",2005-03-23,56.17
"1140",2005-03-30,60.09
"1140",2005-04-15,58.33
"1140",2005-06-06,67.17
"1140",2005-07-23,66.29
"1141",2005-01-04,39.94
"1141",2005-01-05,34.31
"1141",2005-01-13,32.71
"1141",2005-01-27,37.2
"1141",2005-02-12,38.81
"1141",2005-02-15,40.27
"1141",2005-02-16,40.94
"1141",2005-02-17,38.6
"1141",2005-02-18,34.08
"1141",2005-03-04,40.74
"1141",2005-03-23,33.05
"1141",2005-04-05,38.52
"1141",2005-04-11,35.22
"1141",2005-04-27,36.6
"1141",2005-05-25,38.39
"1141",2005-05-28,33.17
"1141",2005-05-28,38.69
"1141",2005-06-09,34.09
"1141",2005-06-14,39.11
"1141",2005-07-01,39.75
"1141",2005-07-07,43.84
"1141",2005-07-25,40.61
"1141",2005-07-25,42.6
"1143",2005-01-03,54.63
"1143",2005-02-17,65.28
"1143",2005-03-13,63.18
"1143",2005-03-30,57.99
"1143",2005-04-30,60.33
"1143",2005-06-02,53.08
"1143",2005-06-13,60.82
"1143",2005-06-26,54.69
"1143",2005-06-29,53.86
"1143",2005-06-30,55.36
"1143",2005-08-29,59.14
"1144",2005-01-10,33.29
"1144",2005-01-10,32.5
"1144",2005-01-27,33.12
"1144",2005-02-26,31.66
"1144",2005-06-14,31
"1144",2005-06-15,31.87
"1144",2005-06-25,32.72
"1144",2005-07-27,30.43
"1144",2005-07-30,33.2
"1144",2005-08-15,37.7
"1145",2005-01-03,76.34
"1145",2005-02-23,82.44
"1145",2005-04-25,72.71
"1145",2005-04-29,66.98
"1145",2005-05-03,69.83
"1145",2005-06-03,64.99
"1145",2005-06-03,72.22
"1145",2005-07-02,72.04
"1147",2005-01-09,43.05
"1147",2005-01-19,39.6
"1147",2005-01-26,41.38
"1147",2005-01-31,45.65
"1147",2005-02-05,43.83
"1147",2005-02-09,42.48
"1147",2005-02-18,42.3
"115",2005-01-15,34.38
"115",2005-01-17,38.46
"1150",2005-01-04,22.67
"1150",2005-01-31,24.44
"1150",2005-02-19,29.84
"1150",2005-02-20,23.78
"1151",2005-01-23,26.14
"1151",2005-02-12,26.33
"1151",2005-04-09,25.88
"1151",2005-04-15,28.05
"1151",2005-04-28,28.32
"1151",2005-05-17,27.01
"1151",2005-05-20,25.64
"1151",2005-05-31,25.02
"1151",2005-06-01,24.23
"1152",2005-01-18,54.68
"1153",2005-03-12,42.62
"1153",2005-03-15,35.54
"1153",2005-03-21,35.98
"1153",2005-04-02,39.53
"1153",2005-04-06,43.47
"1153",2005-04-07,43.87
"1153",2005-05-26,36.67
"1153",2005-06-16,37.61
"1154",2005-01-09,48.05
"1154",2005-01-14,43.99
